unixtime,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1440683400,8,27,15,50,100.0,-83.9,1327.68,1681.32,16.6427,10.9407,1716.25,0.0,92.8492,563.865,74.5,-23.3706,-18.6336,2.84555,164.812,96.3182,0.9990030000000001,55.6742,69.5327,94.4446,90.4458,2.87367,40.3255,96.056,235.81900000000002,45.4905,1.80788,52.1816,1.0769,190.21400000000003,63.5177,100.0,23.9826,41.0837,680.932,31.6333,-28.6506,93.5981,81.4,-333.914,329.11699999999996,1741.95,11.3101,169.46,8.0,0.8948950000000001,16.2,1283.89
1440684000,8,27,16,0,100.0,-64.4,876.671,1635.87,16.1942,9.10217,1108.8,0.0,93.6179,414.996,74.5301,-22.2825,-12.2874,2.29382,176.71099999999998,95.0413,0.999007,55.8996,69.0434,93.2026,91.15100000000001,2.31583,40.5528,94.5008,236.31099999999998,43.1549,4.61531,50.3209,1.19856,190.15599999999998,63.0203,100.0,24.2308,39.5153,681.24,31.8113,-27.7366,94.2531,68.5,-250.50799999999998,251.602,1098.17,89.0841,270.55400000000003,8.6,0.925077,12.9994,565.294
1440684600,8,27,16,10,100.0,-87.0,1287.31,1678.07,16.612000000000002,10.8112,1632.11,0.0,93.2997,548.74,74.2603,-23.1958,-36.2373,2.98753,173.27700000000002,94.3563,0.9989899999999999,56.1544,69.2404,92.5599,91.0277,3.02133,40.5713,93.9197,239.155,43.985,3.4376599999999997,50.7394,1.2220799999999998,189.825,63.1065,100.0,24.1624,39.9101,682.5160000000001,31.7529,-28.3579,94.1024,85.8,-337.0,342.70300000000003,1719.11,18.2556,244.799,9.8,0.910106,15.4988,967.444
1440685200,8,27,16,20,100.0,-85.7,1260.21,1671.41,16.5514,11.3595,1633.52,0.0,94.6705,541.4,74.4242,-21.6485,-22.8133,4.9688300000000005,199.274,97.5231,0.9990020000000001,56.6741,69.706,95.6433,92.3199,4.993,40.8165,97.404,245.0,46.1003,-0.023625,52.8468,2.20975,189.78599999999997,63.8167,100.0,24.0966,41.6666,681.2410000000001,31.8864,-27.7647,95.34899999999999,82.2,-344.60900000000004,344.81300000000005,1684.86,34.0733,389.835,14.0,0.951541,14.5988,818.3439999999999
1440685800,8,27,16,30,100.0,-118.2,1401.99,1682.39,16.6602,11.5235,1782.8,0.0,95.3222,589.712,74.6368,-22.3329,-22.6516,4.36501,199.426,97.6691,0.9990020000000001,57.2281,69.9,95.7913,92.98899999999999,4.401330000000001,41.0944,97.4197,245.0,45.6217,1.48995,52.3228,1.4445299999999999,189.97299999999998,63.9483,100.0,24.3913,41.2456,680.924,31.975,-28.5803,96.0051,125.9,-427.29699999999997,437.094,1854.04,17.0532,222.231,13.7,0.9608399999999999,16.0988,1223.12
1440686400,8,27,16,40,100.0,-117.4,1364.66,1677.31,16.6075,11.4908,1777.34,0.0,96.874,577.763,75.0683,-22.8181,-18.6581,4.32543,190.84,101.348,0.9989969999999999,57.7608,70.4536,99.3529,94.4493,4.37017,41.7932,101.35799999999999,243.734,47.8697,-5.25191,54.5073,1.4865700000000002,190.08900000000003,64.7283,100.0,24.3138,43.1202,680.66,31.9597,-28.8193,97.5663,110.5,-429.586,423.086,1896.76,23.2383,312.168,10.6,0.9460850000000001,15.4988,929.9060000000001
1440687000,8,27,16,50,100.0,-66.1,959.204,1623.22,16.0667,9.578330000000001,1203.99,0.0,97.2854,437.14,75.3546,-22.6376,-38.7314,2.7225,168.03099999999998,98.6526,0.9985299999999999,58.0982,69.6941,96.7731,95.0541,2.75067,42.1506,98.0836,238.467,43.7511,0.973725,50.8227,1.7789400000000002,189.628,63.8843,100.0,24.5532,40.0276,679.689,32.0856,-27.9385,98.0571,65.4,-263.305,252.102,1156.51,91.7363,392.279,10.2,0.849133,12.7988,549.544
1440687600,8,27,17,0,100.0,-74.4,1181.86,1668.59,16.5205,10.427,1495.02,0.0,96.8275,509.17800000000005,75.0272,-21.6222,-52.3458,2.62725,199.293,96.7582,0.9985729999999999,58.0098,69.48,94.9243,94.7101,2.66183,42.0357,96.1307,230.625,43.8269,-0.9801,50.6575,1.19583,189.38099999999997,63.5677,100.0,24.7314,39.9357,681.112,32.1226,-27.7151,97.6845,74.9,-289.805,291.406,1540.28,54.0541,332.912,7.4,0.939139,13.5,654.675
1440688200,8,27,17,10,100.0,-88.2,1096.06,1670.64,16.5377,9.9015,1388.92,0.0,97.0723,477.284,75.0977,-22.2909,-60.8181,2.48641,186.57,96.3712,0.9982129999999999,58.0892,69.6283,94.5133,95.0117,2.51567,42.121,95.7676,243.61700000000002,43.9906,0.0147,51.0313,1.20441,190.12099999999998,63.6519,100.0,24.7793,40.2122,680.7139999999999,32.3099,-28.0054,97.9267,87.7,-308.906,311.305,1401.75,37.611999999999995,251.382,8.6,0.8780040000000001,14.4,866.25
1440688800,8,27,17,20,100.0,-64.9,932.685,1586.01,15.7062,9.421330000000001,1184.0,0.0,96.8762,428.397,74.6603,-22.6948,-61.8994,2.76704,173.209,94.7478,0.996495,57.9492,68.9074,92.9176,94.8661,2.7963299999999998,42.1273,94.0533,242.267,43.1098,-0.890925,50.2807,2.22391,189.28900000000002,63.0531,100.0,24.7343,39.5454,681.5139999999999,32.3658,-28.0889,97.6692,65.0,-253.50799999999998,257.313,1196.21,167.71200000000002,449.829,9.1,0.905495,10.3988,294.788
1440689400,8,27,17,30,100.0,-64.7,844.872,1623.7,16.069000000000003,9.24267,1030.35,0.0,96.1822,396.005,73.9879,-22.4456,-51.9592,2.05505,172.398,91.9022,0.9978629999999999,57.6252,68.4497,90.2336,94.3457,2.08033,42.0377,91.1518,244.783,41.6271,-0.49248800000000004,48.718999999999994,1.2065299999999999,189.953,62.3752,100.0,25.1045,38.3706,680.442,32.3715,-27.8221,97.0465,67.4,-268.188,263.086,963.5060000000001,82.491,269.69599999999997,6.3,0.853664,13.8994,639.975
1440690000,8,27,17,40,100.0,-49.5,1095.22,1673.52,16.5705,9.92917,1406.23,0.0,95.7984,474.276,73.6542,-22.6667,-72.479,2.24744,164.68599999999998,92.1361,0.997798,57.3989,69.018,90.4202,94.0022,2.26867,41.9546,91.6227,235.51,43.6477,1.65638,50.5713,1.29013,189.954,62.8207,100.0,24.7077,39.9134,679.335,32.4073,-27.9445,96.7107,47.4,-225.805,232.703,1426.49,23.7161,248.067,7.5,0.832994,15.0994,913.8939999999999
